id,questionnaire_id,question_name,field_name,question_label,page_id,question_type_id,options,button_image_url,sequence,active,created,modified
1199,17,Interior Overall Condition Photo,interior_overall_condition_photo,Optionally take a photo,567,3,,btn_add_optional_photo.jpg,0,1,8/14/2018 9:02,8/14/2018 9:02
1200,17,Neighborhood Condition,neighborhood_condition,Please indicate the condition of the neighborhood.,568,2,Excellent;Average;Poor;N/A,,1,1,8/14/2018 9:02,8/14/2018 9:02
1201,17,Neighborhood Condition Comments,neighborhood_condition_comments,Additional Comments,568,1,,,2,1,8/14/2018 9:02,8/14/2018 9:02
1202,17,Other Properties for Sale,other_properties_for_sale,Please indicate how many other properties are for sale on the same street as the subject property?,569,1,,,0,1,8/14/2018 9:02,8/14/2018 9:02
1203,17,Other Properties for Sale Photo,other_properties_for_sale_image,Optionally take a photo,569,3,,btn_add_optional_photo.jpg,0,1,8/14/2018 9:02,8/14/2018 9:02
1204,17,Railroad Tracks,railroad_tracks,Please indicate if there are any railroad tracks within 300 feet of the property?,578,2,Yes;No,,0,1,8/14/2018 9:02,8/14/2018 9:02
1205,17,Railroad Tracks Photo,railroad_tracks_image,Optionally take a photo,578,3,,btn_add_photo.jpg,0,1,8/14/2018 9:02,8/14/2018 9:02
1206,17,Airport/Flightpath,airport_flightpath,"Please indicate if there is an airport within 300 feet of the property, or the property is in a low flying plane flightpath?",579,2,Yes;No,,0,1,8/14/2018 9:02,8/14/2018 9:02
1207,17,Airport/Flightpath Photo,airport_flightpath_image,Optionally take a photo,579,3,,btn_add_photo.jpg,0,1,8/14/2018 9:02,8/14/2018 9:02
1208,18,Property Secured?,property_secured,Please indicate if the property is secured and hit continue.,581,2,Yes;No,,0,0,4/1/2019 14:18,4/1/2019 14:18
1209,18,Property Secured Comments,property_secured_comments,"If no, please explain.  Optionally take a photo",581,1,,,0,0,4/1/2019 14:18,4/1/2019 14:18
1210,18,Property Secured Photo,property_secured_image,,581,3,,btn_add_optional_photo.jpg,0,0,4/1/2019 14:18,4/1/2019 14:18
1211,18,Foundation Condition,foundation_condition,,581,2,"Excellent (level, no visible damage);Good (no visible damage, < 3 inch deflection);Fair (> 3 inch deflection);Poor (visible damage or cracks);I don't know",,1,0,4/1/2019 14:18,4/1/2019 14:18
1212,18,Foundation Condition Comments,foundation_condition_comments,Additional Comments,581,1,,,2,0,4/1/2019 14:18,4/1/2019 14:18
1213,18,Foundation Condition Photo,foundation_condition_image,Optionally take a photo of the foundation,581,3,,btn_add_optional_photo.jpg,3,0,4/1/2019 14:18,4/1/2019 14:18
1214,18,Conforms to Neighborhood,confirms_to_neighborhood,Please indicate if the subject property conforms to the neighborhood.,581,2,Yes;No,,0,0,4/1/2019 14:18,4/1/2019 14:18
1215,18,Conforms to Neighborhood Comments,conforms_to_neighborhood_comments,If no please explain,581,1,,,0,0,4/1/2019 14:18,4/1/2019 14:18
1216,18,Conforms to Neighborhood Photo,conforms_to_neighborhood_image,Optionally take a photo to explain,581,3,,btn_add_optional_photo.jpg,0,0,4/1/2019 14:18,4/1/2019 14:18
1217,18,High Voltage Powerlines,high_voltage_powerlines,Please indicate if there are any high voltage overhead powerlines within 300 feet of the property?,581,2,Yes;No,,0,0,4/1/2019 14:18,4/1/2019 14:18
1218,18,High Voltage Powerlines Photo,high_voltage_powerlines_image,Optionally take a photo,581,3,,btn_add_optional_photo.jpg,0,0,4/1/2019 14:18,4/1/2019 14:18
1219,18,Boarded Up Homes,boarded_up_homes,Please indicate if there are any boarded up homes within 300 feet of the property?,581,2,Yes;No,,0,0,4/1/2019 14:18,4/1/2019 14:18
1220,18,Boarded Up Homes Photo,boarded_up_homes_image,Optionally take a photo,581,3,,btn_add_photo.jpgbtn_add_optional_photo,0,0,4/1/2019 14:18,4/1/2019 14:18
1221,18,Freeway or Highway,freeway_or_highway,Please indicate if there are any freeways or highways within 300 feet of the property?,581,2,Yes;No,,0,0,4/1/2019 14:18,4/1/2019 14:18
1222,18,Freeway or Highway Photo,freeway_or_highway_image,Optionally take a photo,581,3,,btn_add_optional_photo.jpg,0,0,4/1/2019 14:18,4/1/2019 14:18
1223,18,Parks/Recreation,parks_recreation,Please indicate if there are any parks or recreation features within 300 feet of the property?,581,2,Yes;No,,0,0,4/1/2019 14:18,4/1/2019 14:18
1224,18,Parks/Recreation Photo,parks_recreation_image,Optionally take a photo,581,3,,btn_add_optional_photo.jpg,0,0,4/1/2019 14:18,4/1/2019 14:18
1225,18,Waste Management Facilities,waste_management_facilities,Please indicate if there are any waste management facilities within 300 feet of the property?,581,2,Yes;No,,0,0,4/1/2019 14:18,4/1/2019 14:18
1226,18,Waste Management Facilities Photo,waste_management_facilities_photo,Optionally take a photo,581,3,,btn_add_optional_photo.jpg,0,0,4/1/2019 14:18,4/1/2019 14:18
1227,18,Commercial Buildings,commercial_buildings,Please indicate if there are any commercial buildings within 300 feet of the property?,581,2,Yes;No,,0,0,4/1/2019 14:18,4/1/2019 14:18
1228,18,Commercial Buildings Photo,commercial_buildings_image,Optionally take a photo,581,3,,btn_add_optional_photo.jpg,0,0,4/1/2019 14:18,4/1/2019 14:18
1229,18,Additional Neighborhood Comments,additional_neighborhood_comments,If you have any additional comments about the neighborhood please include them here.,581,1,,,0,0,4/1/2019 14:18,4/1/2019 14:18
1230,18,Location Type,location_type,Please indicate the condition of the landscape,582,2,Urban (inner city);Suburban (outer city limits);Rural (farm or countryside),,0,1,4/1/2019 14:18,4/1/2019 14:18
1231,18,Neighborhood Condition,neighborhood_condition,Please indicate the condition of the neighborhood.,583,2,Good (all properties well maintained);Average (properties with visible damage) ;Poor (mostly neglected properties),,1,1,4/1/2019 14:18,4/1/2019 14:18
1232,18,Neighborhood Condition Comments,neighborhood_condition_comments,Additional Comments,583,1,,,2,1,4/1/2019 14:18,4/1/2019 14:18
1233,18,Your Property For Sale,subject_property_for_sale,Is your property For Sale or Under Contract?,584,2,yes;no,,1,1,4/1/2019 14:18,4/1/2019 14:18
1234,18,Your Property For Sale Sign,subject_property_forsale_sign,Please take a photo of the for sale sign in the front yard,584,3,,btn_add_optional_photo.jpg,2,1,4/1/2019 14:18,4/1/2019 14:18
1235,18,Other Properties for Sale,other_properties_for_sale,Please indicate how many other properties are for sale on the same street as the subject property?,585,1,,,1,1,4/1/2019 14:18,4/1/2019 14:18
1236,18,Other Properties for Sale Photo,other_properties_for_sale_image,Optionally take a photo,585,3,,btn_add_optional_photo.jpg,0,0,4/1/2019 14:18,4/1/2019 14:18
1237,18,Front of the Property,front_of_property_image,,586,3,,btn_property_main.jpg,0,1,4/1/2019 14:18,4/1/2019 14:18
1238,18,Street View from Street,street_view_from_street_image,,587,3,,btn_street_view.jpg,1,1,4/1/2019 14:18,4/1/2019 14:18
1239,18,Street View from Front Door,street_view_from_front_door_image,,589,3,,btn_street_from_door.jpg,1,1,4/1/2019 14:18,4/1/2019 14:18
1240,18,Property Address Verification,property_address_verification_image,,590,3,,btn_property_verification.jpg,1,1,4/1/2019 14:18,4/1/2019 14:18
1241,18,Property Type,property_type,Please indicate the property type and hit continue,591,2,Single Family;Townhouse;Condominium;Manufactured Home;Two To Four Family,,1,1,4/1/2019 14:18,4/1/2019 14:18
1242,18,Property Occupied?,property_occupied,Please indicate if the property is occupied and hit continue.,592,2,Yes;No;Unknown,,1,1,4/1/2019 14:18,4/1/2019 14:18
1243,18,Property Occupied Comments,property_occupied_comments,"If no, please explain.  Optionally take a photo",592,1,,,2,1,4/1/2019 14:18,4/1/2019 14:18
1244,18,Property Occupied Photo,property_occupied_image,,592,3,,btn_add_optional_photo.jpg,3,1,4/1/2019 14:18,4/1/2019 14:18
1245,18,Land Use Zoning,land_use_zoning,Please indicate the land use zoning and hit continue.,593,2,Residential;Commercial;Mixed Use;I do not know,,0,1,4/1/2019 14:18,4/1/2019 14:18
1246,18,Number Garage Stalls,number_garage_stalls,Number of Stalls,594,1,,,1,1,4/1/2019 14:18,4/1/2019 14:18
1247,18,Stalls Attached,garage_stalls_attached,,594,2,Attached;Detached;Other;None,,2,1,4/1/2019 14:18,4/1/2019 14:18
1248,18,Garage Photo,garage_stalls_image,"If not clearly visible in the earlier property photos, please take a photo of the garage stalls.",594,7,,btn_add_optional_photo.jpg,3,1,4/1/2019 14:18,4/1/2019 14:18
1249,18,Roof Condition,roof_condition,Please indicate the condition of the roof.,595,2,Good (No visible damage);Average (Some visible Damage);Poor (Visible damage or needs repair),,1,1,4/1/2019 14:18,4/1/2019 14:18
1250,18,Roof Condition Comments,roof_condition_comments,Additional Comments,595,1,,,2,1,4/1/2019 14:18,4/1/2019 14:18
1251,18,Roof Condition Photo,roof_condition_image,Optionally take a photo of the roof,595,7,,btn_add_optional_photo.jpg,3,1,4/1/2019 14:18,4/1/2019 14:18
1252,18,Exterior Condition,siding_condition,,596,2,Good (No visible damage);Average (Some visible Damage);Poor (Visible damage or needs repair),,1,1,4/1/2019 14:18,4/1/2019 14:18
1253,18,Exterior Condition Comments,siding_condition_comments,Additional Comments,596,1,,,2,1,4/1/2019 14:18,4/1/2019 14:18
1254,18,Exterior Condition Photo,siding_condition_image,Optionally take a photo of the siding,596,7,,btn_add_optional_photo.jpg,3,1,4/1/2019 14:18,4/1/2019 14:18
1255,18,Windows Condition,windows_condition,,597,2,Good (No visible damage);Average (Some visible Damage);Poor (Visible damage or needs repair),,1,1,4/1/2019 14:18,4/1/2019 14:18
1256,18,Windows Condition Comments,windows_condition_comments,Additional Comments (include age if known),597,1,,,2,1,4/1/2019 14:18,4/1/2019 14:18
1257,18,Windows Condition Photo,windows_condition_image,Optionally take a photo of the windows,597,3,,btn_add_optional_photo.jpg,3,1,4/1/2019 14:18,4/1/2019 14:18
1258,18,Landscape Condition,landscape_condition,,599,2,Good (No visible damage);Average (Some visible Damage);Poor (Visible damage or needs repair),,1,1,4/1/2019 14:18,4/1/2019 14:18
1259,18,Landscape Condition Comments,landscape_condition_comments,Additional Comments,599,1,,,2,1,4/1/2019 14:18,4/1/2019 14:18
1260,18,Landscape Condition Photo,landscape_condition_image,Optionally take a photo of the landscape,599,7,,btn_add_optional_photo.jpg,3,1,4/1/2019 14:18,4/1/2019 14:18
1261,18,Other Exterior Comments,other_condition_comments,Comments:,600,1,,,1,1,4/1/2019 14:18,4/1/2019 14:18
1262,18,Other Exterior Photo,other_condition_image,Optionally take a photo to explain,600,7,,btn_add_optional_photo.jpg,2,1,4/1/2019 14:18,4/1/2019 14:18
1263,18,Overall Condition,overall_condition,,601,2,Good (No visible damage);Average (Some visible Damage);Poor (Visible damage or needs repair),,1,1,4/1/2019 14:18,4/1/2019 14:18
1264,18,Overall Condition Comments,overall_condition_comments,Additional Comments,601,1,,,2,1,4/1/2019 14:18,4/1/2019 14:18
1265,18,Interior Characteristics Total Beds,interior_number_beds,Total bedrooms?,602,1,,,1,1,4/1/2019 14:18,4/1/2019 14:18
1266,18,Interior Characteristics Total Baths,interior_number_baths,Total bathrooms?,602,1,,,2,1,4/1/2019 14:18,4/1/2019 14:18
1267,18,Interior Characteristics Total Rooms,interior_number_rooms,How many rooms total?,602,1,,,0,0,4/1/2019 14:18,4/1/2019 14:18
1268,18,Interior Characteristics Total Floors,interior_number_floors,Total Floors (not including basement)?,602,1,,,3,1,4/1/2019 14:18,4/1/2019 14:18
1269,18,Interior Characteristics Basement,interior_basement,Is there a basement?,602,2,Yes;No,,4,1,4/1/2019 14:18,4/1/2019 14:18
1270,18,Interior Characteristics Fireplace,interior_fireplace,Is there a fireplace?,602,2,Yes;No,,5,1,4/1/2019 14:18,4/1/2019 14:18
1271,18,Interior Characteristics Comments,interior_additional_comments,Indicate any additional features of note:,602,1,,,6,1,4/1/2019 14:18,4/1/2019 14:18
1272,18,Interior Master Bedroom Comments,interior_master_bedroom_comments,Master Bedroom Comments.,603,1,,,1,1,4/1/2019 14:18,4/1/2019 14:18
1273,18,Interior Master Bedroom Photo,interior_master_bedroom_photo,Take a photo of the master bedroom,603,7,,btn_add_optional_photo.jpg,2,1,4/1/2019 14:18,4/1/2019 14:18
1274,18,Interior Additional Bedroom Comments,interior_additional_bedroom_comments,Additional Bedroom Comments.,604,1,,,1,1,4/1/2019 14:18,4/1/2019 14:18
1275,18,Interior Additional Bedroom Photo,interior_additional_bedroom_photo,Take a photo of any additional bedroom,604,7,,btn_add_optional_photo.jpg,2,1,4/1/2019 14:18,4/1/2019 14:18
1276,18,Interior Master Bathroom Comments,interior_master_bathroom_comments,Master Bathroom Comments. ,605,1,,,1,1,4/1/2019 14:18,4/1/2019 14:18
1277,18,Interior Master Bathroom Photo,interior_master_bathroom_photo,Take a photo of the master bathroom,605,7,,btn_add_optional_photo.jpg,2,1,4/1/2019 14:18,4/1/2019 14:18
1278,18,Interior Additional Bathroom Comments,interior_additional_bathroom_comments,Additional Bathroom Comments. ,606,1,,,1,1,4/1/2019 14:18,4/1/2019 14:18
1279,18,Interior Additional Bathroom Photo,interior_additional_bathroom_photo,Take a photo of any additional bathroom,606,7,,btn_add_optional_photo.jpg,2,1,4/1/2019 14:18,4/1/2019 14:18
1280,18,Interior Main Living Area Comments,interior_main_living_area_comments,Main Living Area Comments.,607,1,,,1,1,4/1/2019 14:18,4/1/2019 14:18
1281,18,Interior Main Living Area Photo,interior_main_living_area_photo,Take a photo of the main living area,607,7,,btn_add_optional_photo.jpg,2,1,4/1/2019 14:18,4/1/2019 14:18
1282,18,Interior Kitchen Comments,interior_kitchen_comments,Kitchen Comments.,608,1,,,1,1,4/1/2019 14:18,4/1/2019 14:18
1283,18,Interior Kitchen Photo,interior_kitchen_photo,Take a photo of the kitchen.,608,7,,btn_add_optional_photo.jpg,2,1,4/1/2019 14:18,4/1/2019 14:18
1284,18,Interior Other Features Comments,interior_other_features_comments,Notable Additional Comments.,609,1,,,1,1,4/1/2019 14:18,4/1/2019 14:18
1285,18,Interior Other Features Photo,interior_other_features_photo,Optionally take a photo of the additional features,609,7,,btn_add_optional_photo.jpg,2,1,4/1/2019 14:18,4/1/2019 14:18
1286,18,Interior Overall Condition Comments,interior_overall_condition_comments,Overall Interior Condition,611,2,Good (No visible damage);Average (Some visible Damage);Poor (Visible damage or needs repair),,1,1,4/1/2019 14:18,4/1/2019 14:18
1287,18,Interior Overall Condition Photo,interior_overall_condition_photo,Optionally take a photo,611,7,,btn_add_optional_photo.jpg,2,1,4/1/2019 14:18,4/1/2019 14:18
1288,18,Railroad Tracks,railroad_tracks,Please indicate if there are any railroad tracks within 300 feet of the property?,619,2,Yes;No,,0,1,4/1/2019 14:18,4/1/2019 14:18
1289,18,Railroad Tracks Photo,railroad_tracks_image,Optionally take a photo,619,3,,btn_add_photo.jpg,0,1,4/1/2019 14:18,4/1/2019 14:18
1290,18,Airport/Flightpath,airport_flightpath,"Please indicate if there is an airport within 300 feet of the property, or the property is in a low flying plane flightpath?",620,2,Yes;No,,0,1,4/1/2019 14:18,4/1/2019 14:18
1291,18,Airport/Flightpath Photo,airport_flightpath_image,Optionally take a photo,620,3,,btn_add_photo.jpg,0,1,4/1/2019 14:18,4/1/2019 14:18
1292,19,Property Secured?,property_secured,Please indicate if the property is secured and hit continue.,622,2,Yes;No,,0,0,4/1/2019 14:18,4/1/2019 14:18
1293,19,Property Secured Comments,property_secured_comments,"If no, please explain.  Optionally take a photo",622,1,,,0,0,4/1/2019 14:18,4/1/2019 14:18
1294,19,Property Secured Photo,property_secured_image,,622,3,,btn_add_optional_photo.jpg,0,0,4/1/2019 14:18,4/1/2019 14:18
1295,19,Foundation Condition,foundation_condition,,622,2,"Excellent (level, no visible damage);Good (no visible damage, < 3 inch deflection);Fair (> 3 inch deflection);Poor (visible damage or cracks);I don't know",,1,0,4/1/2019 14:18,4/1/2019 14:18
1296,19,Foundation Condition Comments,foundation_condition_comments,Additional Comments,622,1,,,2,0,4/1/2019 14:18,4/1/2019 14:18
1297,19,Foundation Condition Photo,foundation_condition_image,Optionally take a photo of the foundation,622,3,,btn_add_optional_photo.jpg,3,0,4/1/2019 14:18,4/1/2019 14:18
1298,19,Conforms to Neighborhood,confirms_to_neighborhood,Please indicate if the subject property conforms to the neighborhood.,622,2,Yes;No,,0,0,4/1/2019 14:18,4/1/2019 14:18
1299,19,Conforms to Neighborhood Comments,conforms_to_neighborhood_comments,If no please explain,622,1,,,0,0,4/1/2019 14:18,4/1/2019 14:18
1300,19,Conforms to Neighborhood Photo,conforms_to_neighborhood_image,Optionally take a photo to explain,622,3,,btn_add_optional_photo.jpg,0,0,4/1/2019 14:18,4/1/2019 14:18
1301,19,High Voltage Powerlines,high_voltage_powerlines,Please indicate if there are any high voltage overhead powerlines within 300 feet of the property?,622,2,Yes;No,,0,0,4/1/2019 14:18,4/1/2019 14:18
1302,19,High Voltage Powerlines Photo,high_voltage_powerlines_image,Optionally take a photo,622,3,,btn_add_optional_photo.jpg,0,0,4/1/2019 14:18,4/1/2019 14:18
1303,19,Boarded Up Homes,boarded_up_homes,Please indicate if there are any boarded up homes within 300 feet of the property?,622,2,Yes;No,,0,0,4/1/2019 14:18,4/1/2019 14:18
1304,19,Boarded Up Homes Photo,boarded_up_homes_image,Optionally take a photo,622,3,,btn_add_photo.jpgbtn_add_optional_photo,0,0,4/1/2019 14:18,4/1/2019 14:18
1305,19,Freeway or Highway,freeway_or_highway,Please indicate if there are any freeways or highways within 300 feet of the property?,622,2,Yes;No,,0,0,4/1/2019 14:18,4/1/2019 14:18
1306,19,Freeway or Highway Photo,freeway_or_highway_image,Optionally take a photo,622,3,,btn_add_optional_photo.jpg,0,0,4/1/2019 14:18,4/1/2019 14:18
1307,19,Parks/Recreation,parks_recreation,Please indicate if there are any parks or recreation features within 300 feet of the property?,622,2,Yes;No,,0,0,4/1/2019 14:18,4/1/2019 14:18
1308,19,Parks/Recreation Photo,parks_recreation_image,Optionally take a photo,622,3,,btn_add_optional_photo.jpg,0,0,4/1/2019 14:18,4/1/2019 14:18
1309,19,Waste Management Facilities,waste_management_facilities,Please indicate if there are any waste management facilities within 300 feet of the property?,622,2,Yes;No,,0,0,4/1/2019 14:18,4/1/2019 14:18
1310,19,Waste Management Facilities Photo,waste_management_facilities_photo,Optionally take a photo,622,3,,btn_add_optional_photo.jpg,0,0,4/1/2019 14:18,4/1/2019 14:18
1311,19,Commercial Buildings,commercial_buildings,Please indicate if there are any commercial buildings within 300 feet of the property?,622,2,Yes;No,,0,0,4/1/2019 14:18,4/1/2019 14:18
1312,19,Commercial Buildings Photo,commercial_buildings_image,Optionally take a photo,622,3,,btn_add_optional_photo.jpg,0,0,4/1/2019 14:18,4/1/2019 14:18
1313,19,Additional Neighborhood Comments,additional_neighborhood_comments,If you have any additional comments about the neighborhood please include them here.,622,1,,,0,0,4/1/2019 14:18,4/1/2019 14:18
1314,19,Location Type,location_type,Please indicate the condition of the landscape,623,2,Urban (inner city);Suburban (outer city limits);Rural (farm or countryside),,0,1,4/1/2019 14:18,4/1/2019 14:18
1315,19,Neighborhood Condition,neighborhood_condition,Please indicate the condition of the neighborhood.,624,2,Good (all properties well maintained);Average (properties with visible damage) ;Poor (mostly neglected properties),,1,1,4/1/2019 14:18,4/1/2019 14:18
1316,19,Neighborhood Condition Comments,neighborhood_condition_comments,Additional Comments,624,1,,,2,1,4/1/2019 14:18,4/1/2019 14:18
1317,19,Your Property For Sale,subject_property_for_sale,Is your property For Sale or Under Contract?,625,2,yes;no,,1,1,4/1/2019 14:18,4/1/2019 14:18
1318,19,Your Property For Sale Sign,subject_property_forsale_sign,Please take a photo of the for sale sign in the front yard,625,3,,btn_add_optional_photo.jpg,2,1,4/1/2019 14:18,4/1/2019 14:18
1319,19,Other Properties for Sale,other_properties_for_sale,Please indicate how many other properties are for sale on the same street as the subject property?,626,1,,,1,1,4/1/2019 14:18,4/1/2019 14:18
1320,19,Other Properties for Sale Photo,other_properties_for_sale_image,Optionally take a photo,626,3,,btn_add_optional_photo.jpg,0,0,4/1/2019 14:18,4/1/2019 14:18
1321,19,Front of the Property,front_of_property_image,,627,3,,btn_property_main.jpg,0,1,4/1/2019 14:18,4/1/2019 14:18
1322,19,Street View from Street,street_view_from_street_image,,628,3,,btn_street_view.jpg,1,1,4/1/2019 14:18,4/1/2019 14:18
1323,19,Street View from Front Door,street_view_from_front_door_image,,630,3,,btn_street_from_door.jpg,1,1,4/1/2019 14:18,4/1/2019 14:18
1324,19,Property Address Verification,property_address_verification_image,,631,3,,btn_property_verification.jpg,1,1,4/1/2019 14:18,4/1/2019 14:18
1325,19,Property Type,property_type,Please indicate the property type and hit continue,632,2,Single Family;Townhouse;Condominium;Manufactured Home;Two To Four Family,,1,1,4/1/2019 14:18,4/1/2019 14:18
1326,19,Property Occupied?,property_occupied,Please indicate if the property is occupied and hit continue.,633,2,Yes;No;Unknown,,1,1,4/1/2019 14:18,4/1/2019 14:18
1327,19,Property Occupied Comments,property_occupied_comments,"If no, please explain.  Optionally take a photo",633,1,,,2,1,4/1/2019 14:18,4/1/2019 14:18
1328,19,Property Occupied Photo,property_occupied_image,,633,3,,btn_add_optional_photo.jpg,3,1,4/1/2019 14:18,4/1/2019 14:18
1329,19,Land Use Zoning,land_use_zoning,Please indicate the land use zoning and hit continue.,634,2,Residential;Commercial;Mixed Use;I do not know,,0,1,4/1/2019 14:18,4/1/2019 14:18
1330,19,Number Garage Stalls,number_garage_stalls,Number of Stalls,635,1,,,1,1,4/1/2019 14:18,4/1/2019 14:18
1331,19,Stalls Attached,garage_stalls_attached,,635,2,Attached;Detached;Other;None,,2,1,4/1/2019 14:18,4/1/2019 14:18
1332,19,Garage Photo,garage_stalls_image,"If not clearly visible in the earlier property photos, please take a photo of the garage stalls.",635,7,,btn_add_optional_photo.jpg,3,1,4/1/2019 14:18,4/1/2019 14:18
1333,19,Roof Condition,roof_condition,Please indicate the condition of the roof.,636,2,Good (No visible damage);Average (Some visible Damage);Poor (Visible damage or needs repair),,1,1,4/1/2019 14:18,4/1/2019 14:18
1334,19,Roof Condition Comments,roof_condition_comments,Additional Comments,636,1,,,2,1,4/1/2019 14:18,4/1/2019 14:18
1335,19,Roof Condition Photo,roof_condition_image,Optionally take a photo of the roof,636,7,,btn_add_optional_photo.jpg,3,1,4/1/2019 14:18,4/1/2019 14:18
1336,19,Exterior Condition,siding_condition,,637,2,Good (No visible damage);Average (Some visible Damage);Poor (Visible damage or needs repair),,1,1,4/1/2019 14:18,4/1/2019 14:18
1337,19,Exterior Condition Comments,siding_condition_comments,Additional Comments,637,1,,,2,1,4/1/2019 14:18,4/1/2019 14:18
1338,19,Exterior Condition Photo,siding_condition_image,Optionally take a photo of the siding,637,7,,btn_add_optional_photo.jpg,3,1,4/1/2019 14:18,4/1/2019 14:18
1339,19,Windows Condition,windows_condition,,638,2,Good (No visible damage);Average (Some visible Damage);Poor (Visible damage or needs repair),,1,1,4/1/2019 14:18,4/1/2019 14:18
1340,19,Windows Condition Comments,windows_condition_comments,Additional Comments (include age if known),638,1,,,2,1,4/1/2019 14:18,4/1/2019 14:18
1341,19,Windows Condition Photo,windows_condition_image,Optionally take a photo of the windows,638,3,,btn_add_optional_photo.jpg,3,1,4/1/2019 14:18,4/1/2019 14:18
1342,19,Landscape Condition,landscape_condition,,640,2,Good (No visible damage);Average (Some visible Damage);Poor (Visible damage or needs repair),,1,1,4/1/2019 14:18,4/1/2019 14:18
1343,19,Landscape Condition Comments,landscape_condition_comments,Additional Comments,640,1,,,2,1,4/1/2019 14:18,4/1/2019 14:18
1344,19,Landscape Condition Photo,landscape_condition_image,Optionally take a photo of the landscape,640,7,,btn_add_optional_photo.jpg,3,1,4/1/2019 14:18,4/1/2019 14:18
1345,19,Other Exterior Comments,other_condition_comments,Comments:,641,1,,,1,1,4/1/2019 14:18,4/1/2019 14:18
1346,19,Other Exterior Photo,other_condition_image,Optionally take a photo to explain,641,7,,btn_add_optional_photo.jpg,2,1,4/1/2019 14:18,4/1/2019 14:18
1347,19,Overall Condition,overall_condition,,642,2,Good (No visible damage);Average (Some visible Damage);Poor (Visible damage or needs repair),,1,1,4/1/2019 14:18,4/1/2019 14:18
1348,19,Overall Condition Comments,overall_condition_comments,Additional Comments,642,1,,,2,1,4/1/2019 14:18,4/1/2019 14:18
1349,19,Interior Characteristics Total Beds,interior_number_beds,Total bedrooms?,643,1,,,1,1,4/1/2019 14:18,4/1/2019 14:18
1350,19,Interior Characteristics Total Baths,interior_number_baths,Total bathrooms?,643,1,,,2,1,4/1/2019 14:18,4/1/2019 14:18
1351,19,Interior Characteristics Total Rooms,interior_number_rooms,How many rooms total?,643,1,,,0,0,4/1/2019 14:18,4/1/2019 14:18
1352,19,Interior Characteristics Total Floors,interior_number_floors,Total Floors (not including basement)?,643,1,,,3,1,4/1/2019 14:18,4/1/2019 14:18
1353,19,Interior Characteristics Basement,interior_basement,Is there a basement?,643,2,Yes;No,,4,1,4/1/2019 14:18,4/1/2019 14:18
1354,19,Interior Characteristics Fireplace,interior_fireplace,Is there a fireplace?,643,2,Yes;No,,5,1,4/1/2019 14:18,4/1/2019 14:18
1355,19,Interior Characteristics Comments,interior_additional_comments,Indicate any additional features of note:,643,1,,,6,1,4/1/2019 14:18,4/1/2019 14:18
1356,19,Interior Master Bedroom Comments,interior_master_bedroom_comments,Master Bedroom Comments.,644,1,,,1,1,4/1/2019 14:18,4/1/2019 14:18
1357,19,Interior Master Bedroom Photo,interior_master_bedroom_photo,Take a photo of the master bedroom,644,7,,btn_add_optional_photo.jpg,2,1,4/1/2019 14:18,4/1/2019 14:18
1358,19,Interior Additional Bedroom Comments,interior_additional_bedroom_comments,Additional Bedroom Comments.,645,1,,,1,1,4/1/2019 14:18,4/1/2019 14:18
1359,19,Interior Additional Bedroom Photo,interior_additional_bedroom_photo,Take a photo of any additional bedroom,645,7,,btn_add_optional_photo.jpg,2,1,4/1/2019 14:18,4/1/2019 14:18
1360,19,Interior Master Bathroom Comments,interior_master_bathroom_comments,Master Bathroom Comments. ,646,1,,,1,1,4/1/2019 14:18,4/1/2019 14:18
1361,19,Interior Master Bathroom Photo,interior_master_bathroom_photo,Take a photo of the master bathroom,646,7,,btn_add_optional_photo.jpg,2,1,4/1/2019 14:18,4/1/2019 14:18
1362,19,Interior Additional Bathroom Comments,interior_additional_bathroom_comments,Additional Bathroom Comments. ,647,1,,,1,1,4/1/2019 14:18,4/1/2019 14:18
1363,19,Interior Additional Bathroom Photo,interior_additional_bathroom_photo,Take a photo of any additional bathroom,647,7,,btn_add_optional_photo.jpg,2,1,4/1/2019 14:18,4/1/2019 14:18
1364,19,Interior Main Living Area Comments,interior_main_living_area_comments,Main Living Area Comments.,648,1,,,1,1,4/1/2019 14:18,4/1/2019 14:18
1365,19,Interior Main Living Area Photo,interior_main_living_area_photo,Take a photo of the main living area,648,7,,btn_add_optional_photo.jpg,2,1,4/1/2019 14:18,4/1/2019 14:18
1366,19,Interior Kitchen Comments,interior_kitchen_comments,Kitchen Comments.,649,1,,,1,1,4/1/2019 14:18,4/1/2019 14:18
1367,19,Interior Kitchen Photo,interior_kitchen_photo,Take a photo of the kitchen.,649,7,,btn_add_optional_photo.jpg,2,1,4/1/2019 14:18,4/1/2019 14:18
1368,19,Interior Other Features Comments,interior_other_features_comments,Notable Additional Comments.,650,1,,,1,1,4/1/2019 14:18,4/1/2019 14:18
1369,19,Interior Other Features Photo,interior_other_features_photo,Optionally take a photo of the additional features,650,7,,btn_add_optional_photo.jpg,2,1,4/1/2019 14:18,4/1/2019 14:18
1370,19,Interior Overall Condition Comments,interior_overall_condition_comments,Overall Interior Condition,652,2,Good (No visible damage);Average (Some visible Damage);Poor (Visible damage or needs repair),,1,1,4/1/2019 14:18,4/1/2019 14:18
1371,19,Interior Overall Condition Photo,interior_overall_condition_photo,Optionally take a photo,652,7,,btn_add_optional_photo.jpg,2,1,4/1/2019 14:18,4/1/2019 14:18
